customer_id,region,contract_type,monthly_charges,age,tenure_months,monthly_charges,avg_monthly_usage_gb,support_tickets_90d,payment_failures_90d,service_incidents_30d,late_deliveries_90d,discount_pct,engagement_score,nps_score,days_since_last_login,cross_sell_products,autopay_enabled,paperless_billing,premium_support,streaming_bundle,churn_probability,predicted_churn,risk_band,churned,retention_priority,risk_summary,recommended_action
CUST-007087,APAC,month-to-month,116.82,67,26,116.82,524.59,3,1,0,0,0.0,62.7,-11,6,3,1,0,0,1,0.5331410859809487,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007034,North America,month-to-month,140.04,39,53,140.04,231.68,1,0,0,0,14.31,70.3,-11,2,2,1,1,0,1,0.5331155721853518,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014058,Europe,month-to-month,80.84,19,13,80.84,531.15,3,2,1,1,5.74,65.9,32,13,2,1,0,0,0,0.5329148567558026,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007136,APAC,month-to-month,114.25,69,37,114.25,418.57,5,0,0,0,14.21,70.9,16,9,1,1,1,0,0,0.532870000359122,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002518,North America,month-to-month,80.01,44,19,80.01,387.57,5,0,2,0,3.89,73.8,44,4,4,0,1,0,0,0.5328518924172538,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012366,LATAM,one-year,113.51,52,19,113.51,579.44,1,2,0,0,14.47,77.6,-2,6,2,0,0,0,0,0.5328490962582273,0,watch,0,Automated nurture,Billing instability; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003407,Europe,month-to-month,56.21,54,15,56.21,444.09,3,0,2,0,0.31,40.9,36,10,1,1,1,0,1,0.532845764710036,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-004093,APAC,month-to-month,119.33,60,61,119.33,359.63,1,0,2,1,9.43,39.6,32,9,1,1,0,0,1,0.5327014811915202,0,watch,0,Automated nurture,Month-to-month commitment; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000617,APAC,two-year,67.38,49,32,67.38,311.84,4,2,2,0,17.79,76.8,41,15,2,0,0,0,0,0.5326729560310454,0,watch,1,Automated nurture,Billing instability; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008683,APAC,one-year,99.29,77,20,99.29,328.35,4,3,2,1,14.31,60.0,66,16,1,1,1,1,1,0.5325153781514194,0,watch,0,Automated nurture,Billing instability; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014366,APAC,month-to-month,90.23,24,16,90.23,378.59,0,0,0,0,1.28,70.6,16,12,3,0,1,0,1,0.5324505965311715,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014782,Europe,month-to-month,89.52,38,11,89.52,334.83,1,0,1,1,6.01,45.9,40,10,4,1,1,0,0,0.5324079590314187,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006805,LATAM,month-to-month,72.68,61,17,72.68,466.6,1,1,3,2,20.5,75.3,51,2,0,0,0,0,0,0.5322461262035294,0,watch,0,Automated nurture,Month-to-month commitment; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000455,North America,month-to-month,58.84,71,88,58.84,380.29,3,2,0,1,3.07,56.3,-1,11,3,0,1,0,1,0.532167386730767,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003998,Europe,month-to-month,61.22,59,16,61.22,387.95,0,2,0,0,10.97,66.1,64,13,0,0,1,0,1,0.5316407365850448,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007271,APAC,month-to-month,88.83,19,51,88.83,432.68,2,3,1,0,,68.9,5,4,4,0,1,0,1,0.5314895109930595,0,watch,1,Automated nurture,Month-to-month commitment; Billing instability; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009539,APAC,month-to-month,85.25,62,17,85.25,296.62,3,0,1,0,8.4,67.4,14,9,3,1,0,0,0,0.5314097047814301,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002196,APAC,two-year,103.88,26,6,103.88,416.67,2,3,1,0,8.74,70.8,23,5,1,0,1,1,1,0.5313049051578025,0,watch,0,Automated nurture,Billing instability; Early-life churn risk,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002321,North America,month-to-month,61.25,59,32,61.25,199.63,0,0,2,0,4.43,73.9,-13,12,0,1,1,0,0,0.5311989861902886,0,watch,0,Automated nurture,Month-to-month commitment; Recent service disruption; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007880,LATAM,month-to-month,92.52,46,22,92.52,532.46,3,0,1,1,8.73,70.6,16,16,3,0,1,1,0,0.5311529972762506,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008612,APAC,month-to-month,114.9,77,16,114.9,419.61,1,0,0,3,8.37,59.2,36,7,0,1,0,0,0,0.5311513537554442,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014136,Europe,month-to-month,132.73,70,17,132.73,509.49,1,1,0,0,16.15,66.6,-24,0,3,1,0,1,1,0.5309987015021729,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013929,APAC,month-to-month,76.25,71,13,76.25,295.32,1,0,0,0,6.71,77.4,25,12,1,0,1,0,0,0.5308478100653155,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006616,North America,month-to-month,94.92,33,14,94.92,541.51,3,0,0,0,9.78,77.7,13,8,1,0,1,0,0,0.5307183861757002,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000843,Europe,month-to-month,110.98,41,26,110.98,377.77,3,0,1,3,18.89,82.4,2,12,3,1,0,0,0,0.5306906967440872,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013617,North America,month-to-month,109.91,21,39,109.91,393.5,3,1,0,2,15.81,63.6,32,17,2,1,1,0,1,0.5306681859090224,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-011955,APAC,month-to-month,80.18,58,65,80.18,424.82,5,1,1,0,8.52,60.4,23,0,1,0,1,0,0,0.5305405784372489,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008086,APAC,month-to-month,89.65,38,33,89.65,708.72,2,1,0,2,6.33,61.6,-1,15,1,0,1,0,1,0.530418832481802,0,watch,0,Automated nurture,Month-to-month commitment; Falling product engagement; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009346,Europe,month-to-month,75.12,40,10,75.12,362.51,2,3,0,0,8.63,47.5,71,10,1,1,1,1,1,0.5303641676927724,0,watch,1,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000203,Europe,one-year,89.95,60,12,89.95,622.12,4,1,0,0,9.83,48.2,19,11,3,0,1,0,1,0.5303283018272335,0,watch,0,Automated nurture,High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007372,APAC,month-to-month,91.85,41,28,91.85,433.21,3,0,1,1,11.26,53.6,23,14,1,1,0,1,0,0.5299677028495604,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006908,APAC,month-to-month,75.2,60,15,75.2,361.1,2,0,0,1,14.07,47.7,50,11,0,1,0,0,0,0.52974003430908,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001067,Europe,month-to-month,132.02,38,49,132.02,347.83,2,1,0,2,5.95,55.1,95,13,1,0,1,0,1,0.5297215406154594,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002881,North America,month-to-month,166.76,65,33,166.76,177.65,2,0,0,2,3.9,99.0,26,1,0,1,1,0,0,0.5294573973156034,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012003,North America,month-to-month,100.5,19,38,100.5,471.1,2,2,0,1,8.85,57.2,75,19,1,0,1,0,1,0.5294136312583857,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012635,North America,month-to-month,110.01,19,27,110.01,347.02,3,1,0,0,3.38,81.1,10,5,0,1,0,0,0,0.5293559026734966,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009740,APAC,month-to-month,136.97,44,43,136.97,411.54,3,0,0,1,12.06,59.2,58,0,2,0,1,0,0,0.5290957749104493,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014308,LATAM,month-to-month,66.56,71,23,66.56,323.74,1,1,1,0,4.31,62.3,45,16,0,1,1,0,0,0.5290033213032981,0,watch,0,Automated nurture,Month-to-month commitment; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001208,Europe,month-to-month,97.77,23,19,97.77,553.25,0,1,1,0,11.72,80.0,-35,4,2,0,1,0,1,0.528918925563121,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002454,APAC,month-to-month,106.26,29,33,106.26,460.87,1,3,0,1,4.54,69.8,26,16,1,1,1,0,1,0.5288739902683924,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003592,North America,month-to-month,70.32,36,42,70.32,337.01,4,0,0,0,9.24,93.3,6,18,0,0,1,0,0,0.5288060721353653,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013132,APAC,month-to-month,86.14,53,9,86.14,337.48,3,0,0,0,6.8,66.2,38,11,2,0,1,1,1,0.5282415596773307,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007299,LATAM,month-to-month,122.06,22,56,122.06,242.6,3,0,0,1,18.41,66.4,-2,2,4,1,1,0,1,0.528210560652869,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001326,APAC,month-to-month,104.79,28,46,104.79,,3,0,1,1,7.75,79.8,-19,10,1,1,1,0,0,0.5277017769054277,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-005710,Europe,one-year,110.83,46,47,110.83,277.97,3,0,3,2,,63.6,-8,8,0,1,0,0,1,0.5275266933294016,0,watch,0,Automated nurture,High support friction; Recent service disruption; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006258,North America,two-year,97.29,65,17,97.29,376.48,3,1,0,1,13.61,55.0,-4,7,6,0,1,1,1,0.5275087653230052,0,watch,0,Automated nurture,High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-011750,APAC,month-to-month,91.23,67,21,91.23,612.25,0,3,1,0,6.05,65.4,22,11,1,1,1,0,1,0.5275058487753425,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009789,North America,month-to-month,105.52,21,29,105.52,417.49,4,1,1,0,15.03,70.9,70,6,0,0,0,1,0,0.5274556464061049,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013930,Europe,month-to-month,65.94,29,26,65.94,355.3,4,0,0,1,5.56,59.6,29,8,2,0,1,0,1,0.5274438703799913,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001226,LATAM,month-to-month,68.24,34,22,68.24,370.52,1,2,0,0,6.46,71.7,32,6,1,0,1,0,0,0.527014063857379,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012688,North America,month-to-month,61.62,69,37,61.62,279.27,2,0,0,1,13.43,54.3,-12,3,0,1,1,0,1,0.5269335955234989,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-005424,North America,month-to-month,106.68,41,23,106.68,269.42,2,0,1,0,10.66,62.8,5,12,4,1,0,1,1,0.5267498374928766,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006559,APAC,one-year,81.66,32,13,81.66,418.04,2,1,0,0,20.8,55.4,-11,2,2,0,1,0,1,0.5267291143235435,0,watch,0,Automated nurture,Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012072,North America,two-year,100.47,50,31,100.47,236.58,1,1,0,1,3.5,61.2,16,14,0,0,1,1,0,0.5266085433101346,0,watch,1,Automated nurture,Routine monitoring,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012209,North America,two-year,60.19,52,24,60.19,375.42,2,1,0,0,11.38,56.4,7,22,0,0,1,1,0,0.5265824927836833,0,watch,0,Automated nurture,Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014732,North America,month-to-month,128.44,64,40,128.44,463.54,5,0,0,0,10.37,52.1,0,7,4,1,1,1,1,0.526245369065557,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013397,North America,month-to-month,76.03,74,21,76.03,587.03,5,2,1,2,4.88,76.8,-2,7,3,1,1,0,1,0.5262370611808802,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001872,Europe,one-year,75.39,44,35,75.39,246.23,0,1,0,0,8.77,31.1,25,4,1,0,1,0,1,0.5260138779425595,0,watch,0,Automated nurture,Routine monitoring,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001681,APAC,month-to-month,65.32,36,17,65.32,392.56,2,0,1,0,12.73,60.6,43,8,2,0,0,0,1,0.5259989104270674,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014609,APAC,one-year,119.33,33,9,119.33,359.05,1,0,2,0,5.1,61.8,9,5,2,0,0,0,1,0.5259811595652387,0,watch,0,Automated nurture,Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013543,North America,two-year,79.51,27,25,79.51,479.77,5,2,1,0,10.66,61.2,54,20,2,0,1,0,1,0.5259008813853803,0,watch,0,Automated nurture,Billing instability; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007875,Europe,month-to-month,82.6,38,11,82.6,259.08,0,1,0,0,13.04,75.9,60,6,2,0,1,0,0,0.5257860469052253,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008089,Europe,one-year,114.65,33,13,114.65,595.75,2,2,1,1,12.9,73.6,50,15,0,0,1,0,0,0.5255392498418552,0,watch,0,Automated nurture,Billing instability; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008129,Europe,month-to-month,93.75,61,38,93.75,310.35,1,1,0,0,12.11,56.4,7,4,2,1,1,0,0,0.5255071090473591,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006316,Europe,one-year,134.8,54,27,134.8,448.53,1,2,0,0,4.21,48.1,0,8,6,0,0,1,1,0.5254656728243802,0,watch,0,Automated nurture,Billing instability; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-004276,North America,month-to-month,63.32,65,32,63.32,375.61,5,1,0,0,19.26,71.8,59,12,0,0,1,0,0,0.5254121716572763,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002486,Europe,month-to-month,98.99,69,18,98.99,346.62,3,1,0,2,9.63,51.1,62,9,2,1,1,0,0,0.5252249667923972,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-005149,LATAM,month-to-month,114.77,74,29,114.77,476.85,2,0,0,0,2.34,61.6,33,7,1,0,1,0,1,0.5249665742346152,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-010190,North America,month-to-month,77.42,46,39,77.42,415.7,0,1,1,0,3.84,64.0,-20,17,1,1,1,0,1,0.5249441610883343,0,watch,0,Automated nurture,Month-to-month commitment; Falling product engagement; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-010887,Europe,month-to-month,68.74,38,49,68.74,401.31,1,2,0,0,14.69,59.0,39,6,1,0,1,1,0,0.5249368433498175,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-005517,North America,month-to-month,64.94,31,45,64.94,189.89,1,3,0,1,13.33,62.2,27,7,1,1,0,0,1,0.5249172661045939,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009913,LATAM,month-to-month,116.97,39,64,116.97,394.81,1,1,1,0,14.48,54.8,32,7,3,0,1,0,1,0.5248515430295037,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-010328,North America,one-year,85.57,73,17,85.57,258.66,0,2,1,0,1.28,75.7,-15,12,3,0,0,0,1,0.5248353680362046,0,watch,0,Automated nurture,Billing instability; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012573,Europe,month-to-month,65.63,29,30,65.63,583.54,4,2,2,0,3.55,78.4,66,20,0,0,1,1,0,0.5247821818226054,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012396,Europe,month-to-month,136.05,56,45,136.05,479.1,0,1,0,0,10.23,73.1,2,17,1,1,1,0,0,0.524615900469861,0,watch,0,Automated nurture,Month-to-month commitment; Falling product engagement; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002322,North America,one-year,83.45,56,25,83.45,363.94,1,0,1,0,,39.9,33,18,1,0,1,0,0,0.5245964397752693,0,watch,0,Automated nurture,Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-010912,Europe,one-year,149.13,23,22,149.13,492.02,1,0,2,1,5.11,61.8,9,10,2,0,1,0,1,0.5245147255053002,0,watch,0,Automated nurture,Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003083,APAC,two-year,110.25,73,25,110.25,185.15,3,2,0,1,15.74,75.9,57,7,0,0,1,1,0,0.5243169254729599,0,watch,0,Automated nurture,Billing instability; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014588,North America,month-to-month,116.56,36,10,116.56,321.85,2,0,1,2,8.56,,44,11,2,1,1,0,0,0.5243135868087199,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013396,LATAM,one-year,92.76,37,6,92.76,287.23,1,0,0,0,9.89,44.1,14,6,1,1,1,0,0,0.5242387720073474,0,watch,0,Automated nurture,Early-life churn risk,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000719,APAC,month-to-month,108.28,63,32,108.28,385.72,3,0,2,1,4.91,77.9,0,9,1,1,1,0,1,0.5234747795505067,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-001949,North America,month-to-month,96.06,52,25,96.06,262.92,2,0,0,3,10.07,78.4,-4,2,0,1,1,0,0,0.5231132569025292,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-011376,North America,month-to-month,98.17,31,18,98.17,544.52,2,2,0,0,6.64,,11,9,1,1,1,0,0,0.5225583889722092,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003593,APAC,month-to-month,118.56,22,61,118.56,389.78,5,1,2,0,21.81,71.5,28,6,1,1,1,0,1,0.5224844879096358,0,watch,0,Automated nurture,Month-to-month commitment; High support friction; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006398,North America,month-to-month,76.06,61,27,76.06,383.62,2,2,0,0,9.11,77.3,37,16,2,0,0,0,0,0.5224602414067693,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012928,North America,month-to-month,96.78,67,17,96.78,215.8,0,1,1,0,12.15,53.6,42,6,2,1,0,0,1,0.5221266293772762,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-005774,Europe,two-year,133.33,48,51,133.33,465.72,0,3,1,1,6.25,78.3,-29,4,4,0,0,0,0,0.5219443986609112,0,watch,0,Automated nurture,Billing instability; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-004749,APAC,month-to-month,81.54,31,15,81.54,184.35,1,1,1,1,6.86,80.6,-6,12,5,1,1,0,1,0.5219263256562006,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013123,Europe,month-to-month,84.6,75,36,84.6,572.89,2,1,1,1,10.02,56.4,1,0,2,0,1,0,0,0.5219039664294841,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014156,APAC,month-to-month,79.28,63,3,79.28,492.22,0,0,1,0,11.09,65.7,15,13,1,0,1,0,1,0.5217737089973724,0,watch,0,Automated nurture,Month-to-month commitment; Early-life churn risk,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008011,LATAM,month-to-month,79.26,62,15,79.26,520.9,0,1,2,0,16.43,73.1,42,17,2,0,0,0,0,0.5214391908214413,0,watch,0,Automated nurture,Month-to-month commitment; Falling product engagement; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002022,North America,month-to-month,84.64,26,10,84.64,314.75,3,0,0,0,0.92,46.4,59,4,1,1,1,0,0,0.5213979185011169,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-013501,APAC,month-to-month,140.29,75,27,140.29,328.48,4,0,1,0,15.55,84.5,44,7,1,1,0,0,0,0.5212976013058668,0,watch,1,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-011116,Europe,month-to-month,111.19,40,80,111.19,460.7,2,0,1,0,5.42,52.8,-30,11,1,1,0,0,1,0.5211421132252662,0,watch,0,Automated nurture,Month-to-month commitment; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-002873,North America,month-to-month,96.77,58,78,96.77,509.17,2,1,0,2,12.22,56.2,21,9,1,0,1,0,1,0.5207609013286196,0,watch,0,Automated nurture,Month-to-month commitment,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006189,Europe,month-to-month,72.35,48,35,72.35,341.08,5,0,0,1,11.34,,39,13,2,0,1,0,1,0.520561823053848,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006612,North America,month-to-month,126.18,35,80,126.18,345.43,2,0,2,0,14.71,65.5,-19,9,2,1,1,0,0,0.5204441235742163,0,watch,0,Automated nurture,Month-to-month commitment; Recent service disruption; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-003526,Europe,month-to-month,101.35,30,20,101.35,762.43,2,2,2,0,16.32,54.4,-4,5,2,1,1,0,1,0.5198576103158188,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability; Recent service disruption,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006043,APAC,two-year,108.53,51,19,108.53,470.48,3,1,0,0,13.0,61.8,2,4,3,0,0,1,0,0.5198559575853419,0,watch,0,Automated nurture,High support friction; Weak customer advocacy,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008000,LATAM,one-year,90.28,19,24,90.28,572.13,1,2,1,2,9.31,58.1,24,2,0,0,1,1,0,0.5198224692910592,0,watch,0,Automated nurture,Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-007091,Europe,one-year,79.19,75,23,79.19,298.16,4,2,1,0,5.13,71.0,44,15,1,0,1,0,0,0.5196806306857963,0,watch,0,Automated nurture,Billing instability; High support friction; Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-008218,Europe,two-year,102.32,59,11,102.32,401.84,1,1,0,0,6.59,37.5,9,11,3,0,0,1,1,0.5196510139810225,0,watch,0,Automated nurture,Routine monitoring,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009188,Europe,one-year,79.94,49,6,79.94,378.67,4,1,2,3,12.65,58.4,37,0,0,0,1,1,1,0.519595171780963,0,watch,0,Automated nurture,High support friction; Recent service disruption; Early-life churn risk,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-012312,Europe,month-to-month,82.27,77,20,82.27,500.45,4,1,1,0,6.22,68.4,35,8,1,0,1,0,1,0.519562388528402,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-006648,North America,month-to-month,117.63,67,54,117.63,322.27,3,1,1,0,5.06,70.8,21,0,0,1,1,0,0,0.5193420499141254,0,watch,0,Automated nurture,Month-to-month commitment; High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-009507,Europe,one-year,119.18,29,7,119.18,351.63,2,0,0,0,9.58,74.8,38,18,1,0,1,0,0,0.5190751376224095,0,watch,0,Automated nurture,Falling product engagement,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-014277,APAC,month-to-month,65.11,76,28,65.11,208.5,2,2,1,1,12.89,51.5,88,0,1,0,1,1,0,0.5189977165976931,0,watch,0,Automated nurture,Month-to-month commitment; Billing instability,Enroll in lifecycle play with adoption coaching and value messaging.
CUST-000629,Europe,one-year,103.48,42,52,103.48,126.8,3,1,0,0,11.19,74.5,13,8,1,0,1,0,0,0.5187008116811673,0,watch,0,Automated nurture,High support friction,Enroll in lifecycle play with adoption coaching and value messaging.
