customer_id,region,contract_type,payment_method,internet_tier,age,tenure_months,monthly_charges,avg_monthly_usage_gb,autopay_enabled,paperless_billing,premium_support,streaming_bundle,support_tickets_90d,payment_failures_90d,service_incidents_30d,late_deliveries_90d,discount_pct,engagement_score,nps_score,days_since_last_login,cross_sell_products,churn_probability_signal,churned
CUST-002335,Europe,month-to-month,digital-wallet,fiber,21,33,102.8,399.27,0,0,0,1,4,0,1,1,6.89,68.2,33,0,0,0.054586,0
CUST-002336,APAC,two-year,digital-wallet,5g,46,7,68.95,448.33,1,1,1,0,2,0,0,0,6.77,66.5,50,4,0,0.000505,0
CUST-002337,APAC,two-year,bank-transfer,fiber,61,50,56.47,345.03,1,1,0,1,2,0,1,0,7.41,53.8,38,4,3,0.000307,0
CUST-002338,Europe,one-year,bank-transfer,cable,76,21,64.8,353.67,0,1,0,1,2,1,0,0,6.79,64.1,17,15,4,0.00707,0
CUST-002339,Europe,one-year,digital-wallet,cable,25,46,81.25,268.05,1,1,0,0,3,0,0,0,8.15,76.2,2,6,1,0.00292,0
CUST-002340,North America,month-to-month,credit-card,fiber,52,10,89.51,,0,1,0,0,1,0,0,0,11.65,48.7,51,0,1,0.005066,0
CUST-002341,North America,one-year,bank-transfer,fiber,33,8,76.43,479.92,1,1,0,1,1,0,0,0,7.98,77.7,6,11,2,0.001058,0
CUST-002342,North America,month-to-month,credit-card,cable,41,32,35.14,257.17,1,1,0,0,1,0,0,1,1.84,88.6,57,13,0,0.001015,0
CUST-002343,APAC,month-to-month,credit-card,cable,65,19,107.52,275.19,1,1,0,0,1,0,1,0,4.11,82.0,61,0,1,0.00553,0
CUST-002344,North America,one-year,invoice,fiber,22,22,70.18,467.22,0,1,0,1,0,0,0,0,8.25,44.7,63,0,3,0.001038,0
CUST-002345,APAC,month-to-month,credit-card,cable,22,21,90.81,166.3,1,0,1,1,1,1,0,0,11.3,60.2,-20,22,1,0.465619,0
CUST-002346,North America,month-to-month,credit-card,fiber,31,31,72.18,308.4,1,0,1,1,2,1,0,0,2.79,77.8,19,5,0,0.007261,0
CUST-002347,APAC,one-year,credit-card,cable,33,29,113.85,517.41,0,1,0,0,1,0,0,0,7.12,46.4,30,6,1,0.009188,0
CUST-002348,APAC,month-to-month,bank-transfer,cable,64,36,47.58,530.6,0,1,0,0,3,1,1,0,10.14,52.6,42,0,0,0.018081,0
CUST-002349,North America,month-to-month,digital-wallet,cable,35,54,111.27,445.76,0,1,0,0,3,1,0,0,9.95,76.9,29,5,5,0.005674,0
CUST-002350,North America,month-to-month,credit-card,cable,73,75,78.49,408.18,0,1,0,0,1,1,1,1,10.14,48.9,49,7,1,0.011967,0
CUST-002351,North America,month-to-month,digital-wallet,fiber,76,46,81.17,,0,1,1,1,4,1,2,0,19.22,72.9,-8,12,2,0.036433,0
CUST-002352,APAC,one-year,bank-transfer,fiber,65,40,89.94,270.82,1,1,0,0,0,0,1,2,1.27,70.9,55,0,2,0.000471,0
CUST-002353,North America,one-year,invoice,fiber,47,25,87.21,324.51,0,1,0,1,0,0,0,1,7.37,83.0,7,5,4,0.002825,0
CUST-002354,Europe,month-to-month,digital-wallet,cable,65,3,122.37,619.93,1,0,0,0,0,0,1,0,13.62,84.4,56,13,0,0.004587,0
CUST-002355,Europe,one-year,credit-card,fiber,28,18,104.42,397.28,0,1,1,0,2,1,2,0,0.0,55.4,78,9,1,0.008502,0
CUST-002356,APAC,two-year,digital-wallet,fiber,70,33,120.82,475.28,0,1,0,0,2,1,1,1,12.17,53.9,33,8,2,0.02117,1
CUST-002357,Europe,one-year,credit-card,fiber,38,7,100.74,423.91,0,1,1,1,0,0,2,0,19.01,84.4,52,5,0,0.002,0
CUST-002358,Europe,one-year,bank-transfer,fiber,45,35,85.51,760.64,1,1,0,1,1,2,0,0,8.97,63.4,83,13,2,6.1e-05,0
CUST-002359,LATAM,one-year,credit-card,fiber,71,9,85.91,344.97,1,1,0,0,1,0,2,0,9.72,61.4,-11,0,1,0.031504,0
CUST-002360,North America,two-year,credit-card,5g,27,17,50.37,532.27,0,0,1,0,3,3,0,0,3.61,64.7,0,0,3,0.003748,0
CUST-002361,APAC,two-year,invoice,fiber,24,21,134.3,189.54,1,1,1,1,3,1,1,1,17.0,65.8,45,12,0,0.1337,0
CUST-002362,North America,month-to-month,digital-wallet,fiber,55,14,85.55,445.68,1,1,0,1,3,0,3,0,18.78,49.4,9,9,4,0.122911,0
CUST-002363,Europe,month-to-month,bank-transfer,fiber,76,17,45.98,555.66,0,0,0,0,1,2,0,0,8.9,66.0,45,9,1,0.009674,0
CUST-002364,LATAM,month-to-month,invoice,cable,72,34,63.98,522.19,0,1,0,0,0,0,0,1,4.57,60.5,49,4,3,0.003824,0
CUST-002365,APAC,one-year,credit-card,cable,77,38,50.92,477.29,0,1,1,0,2,1,1,1,5.7,61.2,39,13,2,0.001835,0
CUST-002366,APAC,month-to-month,credit-card,fiber,45,38,71.29,511.0,1,0,0,0,1,0,1,1,17.8,48.1,51,6,4,0.002805,0
CUST-002367,North America,two-year,digital-wallet,fiber,55,37,101.96,328.69,1,1,1,1,0,2,1,0,6.66,66.9,10,8,3,0.002337,0
CUST-002368,Europe,month-to-month,credit-card,5g,67,45,39.07,512.67,0,1,0,1,0,1,1,0,19.14,78.2,46,1,3,0.0004,0
CUST-002369,Europe,one-year,digital-wallet,fiber,29,44,120.25,659.26,0,1,1,1,0,2,2,0,8.76,53.9,10,5,1,0.006579,0
CUST-002370,Europe,month-to-month,credit-card,cable,70,49,73.48,331.09,0,1,0,0,3,1,0,0,4.54,70.9,57,8,2,0.007467,0
CUST-002371,Europe,month-to-month,credit-card,fiber,68,33,83.39,618.23,1,1,0,0,2,0,0,0,10.43,78.4,49,2,0,0.00059,0
CUST-002372,North America,month-to-month,credit-card,cable,23,46,86.79,427.35,0,1,0,0,6,1,0,0,7.7,75.1,-9,6,2,0.093472,0
CUST-002373,North America,one-year,credit-card,cable,47,61,62.21,463.66,0,1,0,1,0,0,1,1,13.83,82.9,70,13,1,6.5e-05,0
CUST-002374,North America,month-to-month,credit-card,fiber,44,12,105.76,103.15,1,1,0,1,1,0,1,1,14.69,80.7,47,0,6,0.009566,0
CUST-002375,Europe,month-to-month,credit-card,fiber,66,38,54.76,259.52,0,0,0,1,4,0,0,1,0.0,61.4,18,19,2,0.076362,0
CUST-002376,North America,one-year,credit-card,fiber,45,10,125.55,405.41,0,1,0,1,0,0,1,0,14.47,71.1,47,10,6,0.002126,0
CUST-002377,APAC,two-year,digital-wallet,cable,73,31,63.11,556.76,1,1,0,0,0,1,0,0,4.44,86.9,7,4,0,0.000151,0
CUST-002378,Europe,two-year,bank-transfer,fiber,44,16,87.66,343.5,0,1,1,1,1,2,1,0,4.04,45.5,95,15,6,0.001685,0
CUST-002379,North America,one-year,credit-card,fiber,47,46,72.11,319.52,0,1,0,0,0,0,2,1,6.28,44.5,51,9,1,0.006346,0
CUST-002380,APAC,month-to-month,credit-card,cable,34,36,114.8,349.8,1,1,0,0,1,0,0,1,12.97,64.5,85,9,2,0.004036,0
CUST-002381,APAC,two-year,credit-card,cable,68,40,61.3,669.58,1,1,0,0,2,0,0,0,10.45,77.7,63,9,1,1.9e-05,0
CUST-002382,North America,month-to-month,credit-card,fiber,47,21,122.26,539.13,1,1,0,1,1,0,0,2,6.91,,35,12,1,0.0176,0
CUST-002383,North America,two-year,bank-transfer,fiber,48,58,140.15,381.33,0,1,1,0,1,3,0,1,0.0,51.7,53,10,1,0.01287,0
CUST-002384,North America,two-year,credit-card,fiber,61,23,55.25,412.06,1,1,0,0,2,0,2,0,17.24,68.6,36,1,1,0.000827,0
CUST-002385,North America,month-to-month,invoice,fiber,64,15,43.21,137.91,0,0,0,0,2,1,1,4,10.97,,53,3,2,0.137953,1
CUST-002386,APAC,month-to-month,credit-card,fiber,59,20,82.07,285.03,1,1,1,1,3,1,0,2,14.7,79.9,24,6,2,0.025764,0
CUST-002387,LATAM,one-year,bank-transfer,5g,28,15,92.14,286.29,1,1,0,0,1,0,1,0,10.09,71.2,9,8,4,0.006501,0
CUST-002388,North America,one-year,digital-wallet,5g,73,19,83.27,379.79,1,1,0,1,4,1,1,1,6.02,55.8,50,10,2,0.009235,0
CUST-002389,APAC,one-year,credit-card,cable,67,23,81.96,567.44,0,1,0,0,3,1,0,1,8.14,58.0,95,13,0,0.002292,0
CUST-002390,North America,two-year,credit-card,fiber,62,53,105.23,371.03,1,1,0,1,1,0,0,0,9.55,74.2,24,0,3,0.00014,0
CUST-002391,Europe,one-year,credit-card,fiber,51,9,97.28,266.38,0,0,0,1,2,0,0,0,5.85,67.1,8,7,2,0.027277,0
CUST-002392,APAC,month-to-month,bank-transfer,fiber,63,18,50.41,360.75,1,1,0,0,1,0,1,0,2.32,60.4,22,11,0,0.023172,0
CUST-002393,North America,one-year,digital-wallet,fiber,60,38,71.33,371.45,1,1,0,1,0,0,0,1,10.5,73.7,-14,9,1,0.001531,0
CUST-002394,North America,month-to-month,credit-card,5g,36,28,120.74,,0,1,0,0,1,0,1,0,20.69,67.0,92,11,0,0.023204,0
CUST-002395,Europe,one-year,digital-wallet,cable,46,38,92.75,398.88,1,1,0,0,1,0,0,1,7.78,71.0,16,7,2,0.001063,0
CUST-002396,LATAM,two-year,bank-transfer,5g,20,64,87.99,471.29,1,1,0,0,0,1,2,0,10.99,92.9,16,7,1,0.000197,0
CUST-002397,North America,month-to-month,digital-wallet,5g,19,25,58.58,283.4,1,1,1,1,3,0,0,0,,59.3,57,9,2,0.005127,0
CUST-002398,North America,two-year,credit-card,fiber,49,14,106.98,590.3,1,1,1,0,4,1,0,1,3.31,54.4,19,15,2,0.007685,0
CUST-002399,North America,two-year,digital-wallet,fiber,63,25,89.0,303.01,1,0,1,0,1,0,1,0,8.2,53.9,28,7,1,0.003535,0
CUST-002400,Europe,month-to-month,credit-card,cable,64,20,88.97,459.72,0,1,1,0,1,1,0,1,14.45,64.4,44,4,4,0.008506,0
CUST-002401,Europe,two-year,credit-card,cable,67,20,112.89,277.79,0,1,1,0,2,0,1,0,6.06,77.9,4,13,4,0.010357,0
CUST-002402,APAC,one-year,bank-transfer,5g,42,14,64.14,283.62,0,1,0,0,3,1,1,0,5.37,95.5,76,0,2,0.000735,0
CUST-002403,APAC,month-to-month,invoice,fiber,50,49,117.6,550.66,1,1,0,1,3,0,0,0,11.51,99.0,95,0,1,0.000163,0
CUST-002404,LATAM,month-to-month,credit-card,cable,67,9,96.7,,0,0,0,1,3,1,2,2,6.48,99.0,84,22,0,0.02692,0
CUST-002405,APAC,month-to-month,credit-card,fiber,20,43,117.23,561.87,1,1,0,0,1,0,1,1,16.24,60.9,34,14,1,0.015483,0
CUST-002406,North America,one-year,invoice,fiber,55,38,82.63,542.03,0,1,0,1,0,0,0,0,19.95,60.8,34,10,3,0.001297,0
CUST-002407,Europe,month-to-month,digital-wallet,cable,42,7,120.24,165.28,1,1,0,0,4,1,0,0,10.84,65.2,40,4,5,0.142956,1
CUST-002408,North America,month-to-month,bank-transfer,fiber,38,32,25.0,479.06,1,1,0,1,2,1,1,0,0.89,62.3,34,11,2,0.002006,0
CUST-002409,North America,two-year,credit-card,fiber,52,11,56.4,431.08,1,1,0,0,3,1,1,0,7.56,57.1,-13,13,2,0.020613,0
CUST-002410,LATAM,one-year,bank-transfer,cable,39,25,67.28,278.17,1,1,0,0,3,1,0,2,,60.4,17,4,3,0.013409,0
CUST-002411,APAC,one-year,invoice,fiber,53,24,71.27,318.65,0,1,0,0,3,2,0,0,6.25,88.3,54,5,2,0.005709,0
CUST-002412,LATAM,two-year,credit-card,cable,59,16,115.85,278.76,1,0,0,1,0,0,0,0,19.92,78.6,32,15,0,0.006472,0
CUST-002413,Europe,month-to-month,digital-wallet,fiber,49,24,42.76,471.72,1,1,0,1,2,0,1,0,13.49,66.9,55,7,3,0.00087,0
CUST-002414,Europe,month-to-month,bank-transfer,cable,52,54,110.9,538.05,1,1,1,0,3,0,0,1,3.61,84.0,13,0,1,0.001126,0
CUST-002415,Europe,one-year,invoice,fiber,42,9,89.02,413.46,0,0,0,1,2,2,0,0,,64.7,65,5,2,0.010754,0
CUST-002416,North America,month-to-month,bank-transfer,cable,22,22,62.4,178.87,0,1,0,1,2,0,0,0,14.9,66.7,10,0,3,0.045007,0
CUST-002417,North America,month-to-month,credit-card,fiber,38,10,131.55,384.92,1,1,0,1,4,0,1,0,14.39,76.9,48,6,2,0.036879,0
CUST-002418,Europe,two-year,digital-wallet,cable,51,76,57.0,209.86,1,1,1,0,3,0,1,1,5.36,64.1,40,7,1,0.00033,0
CUST-002419,North America,month-to-month,invoice,cable,40,17,111.05,697.14,0,1,0,0,0,1,1,1,4.47,46.8,4,14,1,0.301008,1
CUST-002420,LATAM,one-year,invoice,fiber,21,16,121.06,540.78,1,1,0,0,0,1,1,2,7.98,67.5,29,8,0,0.02265,0
CUST-002421,North America,one-year,credit-card,cable,49,82,44.54,522.94,1,1,0,1,1,0,1,0,23.53,73.8,95,0,0,3e-06,0
CUST-002422,North America,one-year,credit-card,fiber,51,35,64.42,221.75,1,1,0,1,1,0,0,1,8.87,61.9,19,9,2,0.002443,0
CUST-002423,APAC,month-to-month,digital-wallet,fiber,70,45,121.89,533.38,1,0,0,1,3,1,0,0,17.58,58.1,9,12,2,0.04872,0
CUST-002424,North America,month-to-month,bank-transfer,fiber,73,5,93.66,440.88,1,1,0,1,1,0,0,2,18.7,67.2,46,19,3,0.018426,0
CUST-002425,LATAM,two-year,credit-card,cable,53,42,105.53,384.13,1,1,0,0,4,0,0,2,7.48,69.5,57,7,0,0.002092,0
CUST-002426,APAC,two-year,credit-card,cable,24,18,91.33,464.57,1,1,0,1,2,0,1,0,4.55,82.2,-8,11,2,0.001912,1
CUST-002427,North America,month-to-month,credit-card,5g,65,38,108.29,127.75,1,1,0,0,2,1,0,0,3.87,47.0,36,6,0,0.22632,0
CUST-002428,APAC,month-to-month,credit-card,fiber,47,40,60.63,428.27,0,1,0,0,1,1,0,0,12.16,74.5,-11,1,3,0.011299,0
CUST-002429,Europe,one-year,credit-card,fiber,54,7,107.5,368.09,0,1,0,0,1,1,0,1,7.08,59.9,21,7,1,0.055217,0
CUST-002430,APAC,month-to-month,invoice,fiber,64,10,85.69,327.53,0,1,0,1,4,1,0,0,3.82,79.0,14,9,1,0.310478,1
CUST-002431,APAC,month-to-month,bank-transfer,cable,56,12,84.63,295.13,1,1,0,0,3,1,0,3,10.45,53.2,37,13,0,0.379714,1
CUST-002432,APAC,month-to-month,credit-card,fiber,44,40,57.05,350.7,1,1,0,1,2,0,0,0,4.36,59.7,13,8,2,0.006571,0
CUST-002433,Europe,month-to-month,bank-transfer,fiber,68,10,52.42,365.96,1,1,0,1,1,0,1,0,10.07,94.1,24,19,3,0.002851,0
CUST-002434,North America,month-to-month,bank-transfer,5g,40,8,86.29,467.37,1,0,0,1,2,0,1,0,12.9,58.2,42,13,2,0.021639,0
CUST-002435,APAC,month-to-month,digital-wallet,fiber,57,13,119.18,366.99,1,1,0,1,2,0,1,1,2.45,52.9,-3,0,2,0.16187,0
CUST-002436,LATAM,two-year,digital-wallet,fiber,53,6,94.51,45.1,0,1,1,0,1,0,0,1,1.75,84.9,43,0,1,0.007277,0
CUST-002437,Europe,month-to-month,credit-card,fiber,67,25,66.33,337.83,0,1,0,0,7,1,2,0,0.0,91.0,73,14,1,0.035149,0
CUST-002438,APAC,month-to-month,invoice,fiber,69,17,85.5,395.38,0,1,0,0,3,3,0,0,8.88,57.8,75,0,2,0.140785,0
CUST-002439,Europe,month-to-month,credit-card,fiber,32,13,83.06,400.67,1,1,0,1,1,0,0,0,0.99,88.6,56,4,1,0.000787,0
CUST-002440,APAC,two-year,digital-wallet,fiber,70,52,69.94,632.84,1,1,0,0,0,0,1,1,13.37,64.2,44,6,1,6.3e-05,0
CUST-002441,LATAM,month-to-month,invoice,fiber,53,25,99.75,292.17,1,1,1,1,1,0,2,0,15.59,87.8,30,2,2,0.015343,0
CUST-002442,North America,month-to-month,digital-wallet,fiber,34,28,66.5,227.42,1,1,0,0,3,1,0,0,1.97,47.8,60,4,2,0.02397,0
CUST-002443,North America,one-year,credit-card,fiber,55,24,73.33,520.45,1,1,0,0,1,0,1,0,5.39,66.0,82,8,2,0.000103,0
CUST-002444,Europe,one-year,credit-card,fiber,76,33,63.5,426.74,1,1,0,0,1,0,0,0,3.41,72.8,49,8,1,0.000169,0
CUST-002445,Europe,two-year,credit-card,5g,55,48,71.58,526.3,1,1,1,0,0,0,0,1,2.56,80.9,68,18,0,2.1e-05,0
CUST-002446,Europe,month-to-month,credit-card,fiber,28,26,126.62,124.52,1,0,1,0,2,0,1,0,11.97,83.3,37,9,4,0.024334,0
CUST-002447,North America,month-to-month,credit-card,fiber,48,37,72.87,327.09,1,1,0,1,2,0,1,1,7.81,88.2,48,0,1,0.001189,0
CUST-002448,Europe,month-to-month,credit-card,cable,31,26,78.31,477.19,1,0,1,1,2,0,0,0,7.73,46.6,75,6,1,0.001895,0
CUST-002449,Europe,one-year,bank-transfer,cable,34,18,109.04,327.61,0,1,1,0,1,1,0,2,11.89,37.1,48,5,1,0.060104,0
CUST-002450,Europe,month-to-month,credit-card,cable,60,32,114.82,578.76,1,1,1,0,1,1,1,1,4.88,67.6,33,4,0,0.007207,0
CUST-002451,APAC,month-to-month,bank-transfer,fiber,25,58,77.74,275.61,1,1,0,1,3,0,1,0,,62.5,17,5,4,0.006407,0
CUST-002452,APAC,month-to-month,digital-wallet,cable,70,43,120.03,643.76,1,1,0,0,2,0,0,2,12.81,82.1,28,9,2,0.002193,0
CUST-002453,APAC,two-year,credit-card,cable,72,10,66.33,358.07,0,1,0,0,3,0,1,1,5.79,68.4,24,10,2,0.011718,0
CUST-002454,APAC,month-to-month,bank-transfer,fiber,29,33,106.26,460.87,1,1,0,1,1,3,0,1,4.54,69.8,26,16,1,0.057867,0
CUST-002455,Europe,month-to-month,digital-wallet,fiber,37,13,88.18,295.53,0,1,0,1,3,0,0,0,17.72,86.2,87,1,1,0.005048,0
CUST-002456,Europe,two-year,bank-transfer,fiber,38,29,100.35,362.59,1,1,0,0,1,0,1,1,7.48,62.3,54,12,1,0.001945,0
CUST-002457,Europe,one-year,bank-transfer,fiber,21,9,104.48,628.41,1,1,0,0,0,2,3,1,14.18,39.8,18,9,1,0.068092,0
CUST-002458,North America,one-year,digital-wallet,fiber,23,28,88.39,323.4,1,1,1,0,0,0,0,1,11.07,62.0,10,12,0,0.005517,0
CUST-002459,North America,one-year,bank-transfer,fiber,62,15,102.58,404.77,0,1,0,0,1,0,0,3,9.82,75.1,49,7,1,0.00498,0
CUST-002460,Europe,month-to-month,bank-transfer,5g,46,26,108.83,579.77,1,1,0,1,1,0,1,0,11.5,36.2,42,2,4,0.006683,0
CUST-002461,APAC,two-year,digital-wallet,cable,32,20,51.15,302.56,1,1,0,1,2,3,1,1,9.57,60.5,39,8,2,0.009237,0
CUST-002462,APAC,month-to-month,digital-wallet,fiber,49,22,69.04,516.48,1,1,0,1,4,0,3,3,15.1,82.5,61,16,5,0.004131,0
CUST-002463,North America,two-year,credit-card,fiber,33,60,111.99,371.04,1,1,0,0,0,1,0,1,8.24,73.8,23,0,2,0.000348,0
CUST-002464,Europe,month-to-month,credit-card,cable,53,29,43.96,209.74,1,0,0,0,1,0,3,0,2.28,72.2,72,1,1,0.002645,0
CUST-002465,North America,one-year,digital-wallet,fiber,29,23,62.91,,0,1,0,1,1,0,0,1,12.76,60.3,35,13,3,0.001107,0
CUST-002466,APAC,one-year,bank-transfer,cable,30,52,127.16,720.6,1,1,0,1,2,1,0,0,9.42,71.4,17,13,2,0.000516,0
CUST-002467,APAC,month-to-month,bank-transfer,5g,68,44,81.21,563.22,1,1,0,0,3,0,2,0,16.08,70.9,17,8,0,0.011995,0
CUST-002468,Europe,month-to-month,credit-card,fiber,35,16,94.95,452.06,1,1,0,0,2,0,1,1,13.08,49.7,24,8,2,0.068114,0
CUST-002469,Europe,two-year,credit-card,fiber,36,57,99.99,339.08,1,1,1,0,0,0,0,0,13.43,58.2,68,2,6,2.6e-05,0
CUST-002470,North America,month-to-month,bank-transfer,5g,63,9,101.09,444.05,1,0,0,0,3,0,0,1,12.36,80.7,-19,7,0,0.108616,0
CUST-002471,Europe,two-year,digital-wallet,fiber,42,15,77.99,516.93,1,1,1,1,1,0,0,0,,78.8,16,1,1,0.000129,0
CUST-002472,APAC,month-to-month,credit-card,fiber,25,31,81.78,254.65,1,0,1,1,2,0,0,0,10.82,82.1,35,13,3,0.003565,0
CUST-002473,APAC,one-year,invoice,cable,64,32,141.88,117.13,1,1,0,0,1,0,0,0,15.05,99.0,33,14,0,0.02187,0
CUST-002474,Europe,one-year,digital-wallet,fiber,19,55,58.5,210.62,0,0,0,0,0,0,2,1,10.99,66.1,62,8,2,0.001095,0
CUST-002475,Europe,month-to-month,digital-wallet,fiber,45,23,73.67,316.12,1,1,0,0,2,1,0,0,7.96,49.6,56,14,1,0.043504,0
CUST-002476,North America,one-year,digital-wallet,cable,41,57,62.39,364.2,0,1,0,1,1,0,0,0,12.65,71.4,48,0,3,0.000102,0
CUST-002477,North America,one-year,credit-card,fiber,58,86,85.52,349.93,1,1,0,0,2,1,0,0,17.41,56.6,9,9,1,0.002118,0
CUST-002478,North America,one-year,credit-card,fiber,53,18,68.05,399.63,1,0,1,0,0,1,0,1,9.39,46.6,1,8,0,0.012754,0
CUST-002479,Europe,one-year,credit-card,fiber,53,25,120.71,283.36,1,0,0,0,0,0,1,0,10.95,26.5,10,21,0,0.286742,0
CUST-002480,LATAM,one-year,credit-card,fiber,71,15,128.35,430.23,1,0,0,1,0,1,0,0,,79.4,25,8,2,0.002833,0
CUST-002481,Europe,month-to-month,credit-card,cable,54,16,89.35,364.17,1,1,0,0,3,0,0,0,8.22,82.3,63,10,0,0.006679,0
CUST-002482,North America,month-to-month,digital-wallet,5g,21,27,65.75,337.48,1,0,0,0,2,1,1,0,9.76,68.0,53,7,0,0.014347,0
CUST-002483,North America,month-to-month,digital-wallet,5g,22,20,133.98,406.8,1,0,0,1,0,0,0,0,2.81,60.6,8,14,1,0.058885,0
CUST-002484,North America,one-year,credit-card,fiber,38,16,71.97,331.11,1,1,0,0,2,1,0,2,0.55,61.2,-22,0,0,0.034211,0
CUST-002485,APAC,two-year,bank-transfer,5g,19,18,95.48,586.85,0,1,0,1,1,1,0,0,10.39,70.3,17,5,1,0.002301,0
CUST-002486,Europe,month-to-month,bank-transfer,fiber,69,18,98.99,346.62,1,1,0,0,3,1,0,2,9.63,51.1,62,9,2,0.073369,0
CUST-002487,APAC,one-year,digital-wallet,fiber,64,30,66.58,393.64,0,0,0,0,1,2,0,1,4.56,64.0,48,10,0,0.007672,0
CUST-002488,APAC,month-to-month,invoice,fiber,61,12,80.05,602.21,0,1,0,1,0,4,0,0,8.5,78.5,43,14,3,0.038612,0
CUST-002489,North America,one-year,credit-card,cable,59,40,134.6,319.77,1,1,0,0,2,1,1,0,10.65,66.1,9,0,0,0.025437,0
CUST-002490,Europe,one-year,credit-card,fiber,56,43,96.7,528.52,1,1,0,1,0,0,1,0,7.3,69.3,39,13,4,0.000127,0
CUST-002491,LATAM,one-year,digital-wallet,cable,39,3,101.94,346.51,1,1,0,0,2,0,0,0,7.71,51.4,32,12,3,0.019567,0
CUST-002492,Europe,one-year,credit-card,cable,19,41,109.69,672.95,1,1,1,0,1,0,1,1,5.76,74.3,31,10,1,0.000193,0
CUST-002493,North America,one-year,digital-wallet,fiber,26,19,100.41,348.55,1,0,0,0,6,1,1,0,7.17,52.5,24,7,3,0.056096,0
CUST-002494,LATAM,month-to-month,credit-card,cable,46,19,114.35,265.06,1,1,0,0,0,0,0,0,10.64,61.3,2,4,0,0.151638,0
CUST-002495,LATAM,one-year,bank-transfer,fiber,33,31,103.18,550.03,0,1,0,1,1,1,1,1,6.68,79.5,10,19,1,0.0102,0
CUST-002496,Europe,month-to-month,bank-transfer,fiber,76,19,86.97,688.74,1,1,0,0,1,0,1,0,0.18,64.1,17,0,2,0.001686,0
CUST-002497,Europe,two-year,digital-wallet,fiber,67,28,166.02,480.36,1,1,1,0,1,0,0,0,13.89,71.7,52,11,4,0.000557,0
CUST-002498,North America,two-year,credit-card,cable,58,28,76.09,369.57,1,1,0,0,3,0,0,0,13.9,70.0,18,16,0,0.004694,0
CUST-002499,APAC,month-to-month,digital-wallet,fiber,43,25,81.05,238.09,1,1,0,1,1,1,0,1,1.78,65.2,42,15,1,0.0361,0
CUST-002500,Europe,month-to-month,digital-wallet,cable,67,39,123.62,443.89,1,1,0,0,0,0,0,0,5.49,57.2,14,12,2,0.017029,0
CUST-002501,North America,month-to-month,digital-wallet,fiber,42,28,109.33,626.76,0,1,0,1,0,0,1,1,9.94,58.6,28,14,2,0.016889,0
CUST-002502,APAC,two-year,invoice,cable,49,11,80.62,495.82,0,1,0,0,4,2,0,0,11.89,51.5,61,17,4,0.032525,0
CUST-002503,LATAM,month-to-month,digital-wallet,fiber,61,36,78.82,369.51,0,1,0,0,2,2,0,1,6.04,85.6,-8,12,1,0.129009,0
CUST-002504,APAC,one-year,digital-wallet,fiber,40,9,90.52,357.49,1,1,0,0,3,0,1,0,11.88,68.0,17,4,2,0.010767,0
CUST-002505,North America,month-to-month,bank-transfer,fiber,49,63,98.13,448.84,1,1,1,0,3,0,0,0,3.82,80.0,30,0,3,0.000344,0
CUST-002506,North America,one-year,digital-wallet,fiber,37,14,90.69,286.37,1,1,0,0,2,1,0,0,6.21,54.7,-1,12,2,0.052404,0
CUST-002507,LATAM,one-year,invoice,fiber,28,15,78.23,445.51,0,1,0,0,3,3,0,1,8.63,97.8,34,9,3,0.013131,0
CUST-002508,LATAM,month-to-month,bank-transfer,cable,66,59,106.98,545.52,0,1,0,0,3,2,2,1,6.05,70.1,14,10,1,0.110999,0
CUST-002509,Europe,two-year,credit-card,fiber,76,23,92.29,468.97,1,1,1,1,1,0,0,1,15.05,80.3,54,12,4,7.3e-05,0
CUST-002510,APAC,month-to-month,credit-card,fiber,46,21,111.94,428.53,0,1,0,1,2,2,1,0,3.2,76.0,4,13,1,0.266312,0
CUST-002511,Europe,two-year,digital-wallet,fiber,21,20,94.42,275.81,1,1,1,0,1,0,1,1,0.25,67.9,-2,11,2,0.00628,0
CUST-002512,Europe,month-to-month,invoice,5g,38,24,54.57,467.24,0,1,0,0,6,3,1,0,1.95,73.4,27,9,0,0.360694,0
CUST-002513,North America,one-year,credit-card,fiber,71,56,102.71,294.33,0,1,0,1,1,1,0,0,13.54,48.3,23,16,1,0.029159,0
CUST-002514,North America,month-to-month,invoice,fiber,57,19,114.46,508.47,0,1,0,1,2,0,0,0,5.7,49.2,-4,1,1,0.25157,0
CUST-002515,North America,one-year,credit-card,fiber,34,57,100.59,508.78,1,0,0,1,3,0,1,0,16.35,71.6,38,11,0,0.000771,0
CUST-002516,APAC,month-to-month,credit-card,cable,77,30,53.12,235.35,0,1,0,1,0,2,0,0,8.42,60.2,65,9,4,0.010226,0
CUST-002517,North America,one-year,invoice,fiber,26,50,98.14,300.79,0,1,0,1,1,1,0,0,13.64,73.3,47,6,5,0.001545,0
CUST-002518,North America,month-to-month,invoice,fiber,44,19,80.01,387.57,0,1,0,0,5,0,2,0,3.89,73.8,44,4,4,0.053574,0
CUST-002519,Europe,month-to-month,bank-transfer,5g,48,46,92.75,330.9,1,1,0,0,2,0,0,0,1.73,72.0,36,1,0,0.004016,0
CUST-002520,North America,two-year,invoice,5g,28,14,103.25,340.47,0,1,1,1,2,1,0,0,11.36,52.7,13,0,6,0.014696,0
